code,name1c,cat,sub,metal,qty,shops,per,sales,sum_sales,last_dt,last_price
000099715,подвеска подарок (шт.) 84-130-01817-1 (Ag.800),Подвески,,Серебро 800,1690,2,"18 Подружка:1688, 15 Егорьевск №2:2",2657,27,2026-08-08,0.01
000066206,кольцо обр глк 1400008175 (Au.585),Кольца,Обручальные,Золото 585,121,8,"12 Воскресенск №2:26, №4 Луховицы:19, №5 Озёры:17, №1 Раменское №1:16, 14 Электрогорск:14, 15 Егорьевск №2:11, 11 Ногинск №3:10, 18 Подружка:8",1887,16376627,2026-08-18,22784.0
000000159,цепь нц12-053,Цепи,,,29,8,"№4 Луховицы:6, 18 Подружка:5, 11 Ногинск №3:4, 12 Воскресенск №2:4, 15 Егорьевск №2:3, №5 Озёры:3, 14 Электрогорск:3, №1 Раменское №1:1",1666,17758819,2026-07-16,113175.0
000005084,кольцо обр глк 110031,Кольца,Обручальные,,3,3,"15 Егорьевск №2:1, №5 Озёры:1, 12 Воскресенск №2:1",1475,6564186,2025-02-08,28800.0
000005083,кольцо обр глк 110030,Кольца,Обручальные,,5,5,"15 Егорьевск №2:1, №1 Раменское №1:1, №4 Луховицы:1, №5 Озёры:1, 14 Электрогорск:1",1466,8536350,2025-03-02,36224.0
000004027,кольцо обр глк 11000004 (Au.585),Кольца,Обручальные,Золото 585,76,8,"12 Воскресенск №2:14, 14 Электрогорск:12, №4 Луховицы:10, 11 Ногинск №3:10, 15 Егорьевск №2:8, №5 Озёры:8, №1 Раменское №1:7, 18 Подружка:7",1457,15271344,2026-08-30,30592.0
000066210,кольцо обр глк 1400008177 (Au.585),Кольца,Обручальные,Золото 585,22,8,"№5 Озёры:4, 18 Подружка:4, 12 Воскресенск №2:4, 14 Электрогорск:3, №1 Раменское №1:2, №4 Луховицы:2, 11 Ногинск №3:2, 15 Егорьевск №2:1",1357,12517922,2026-08-05,37632.0
000116215,комплект SOKOLOV-SURPRISE-BOX (Ag.925),Комплекты,,Серебро 925,96,3,"№7 Егорьевск №1:44, 17 Солнечногорск:35, 19 Истра:17",1128,1113529,2026-08-31,1980.0
000000993,кольцо обр с/к 01-4038-21,Кольца,Обручальные,,17,5,"11 Ногинск №3:6, №4 Луховицы:4, 12 Воскресенск №2:4, 15 Егорьевск №2:2, №1 Раменское №1:1",1041,16893986,2026-08-10,52992.0
000005797,кольцо обр глк 110029,Кольца,Обручальные,,6,4,"№5 Озёры:2, 12 Воскресенск №2:2, №4 Луховицы:1, 14 Электрогорск:1",805,6231872,2026-06-06,47360.0
000002645,кольцо сис 11010135,Кольца,,,114,8,"№1 Раменское №1:20, №5 Озёры:18, 11 Ногинск №3:17, 14 Электрогорск:14, 12 Воскресенск №2:13, №4 Луховицы:12, 15 Егорьевск №2:10, 18 Подружка:10",784,7407153,2026-08-24,25600.0
000056027,цепь нц12-053 (Au.585),Цепи,,Золото 585,1,1,15 Егорьевск №2:1,753,8378774,2025-08-17,40500.0
000000128,цепь нц12-078,Цепи,,,28,8,"№5 Озёры:5, 15 Егорьевск №2:4, №1 Раменское №1:4, №4 Луховицы:4, 11 Ногинск №3:4, 18 Подружка:3, 12 Воскресенск №2:3, 14 Электрогорск:1",747,9899789,2026-08-06,85885.0
000004728,кольцо обр глк 11000003,Кольца,Обручальные,,55,5,"№4 Луховицы:15, №1 Раменское №1:14, 11 Ногинск №3:11, №5 Озёры:9, 18 Подружка:6",722,4634902,2026-08-27,18048.0
000002646,кольцо сис 11000104,Кольца,,,127,8,"№5 Озёры:22, №1 Раменское №1:18, 11 Ногинск №3:17, 12 Воскресенск №2:16, №4 Луховицы:15, 18 Подружка:14, 14 Электрогорск:13, 15 Егорьевск №2:12",717,4724288,2026-08-14,25600.0
000005396,цепь цнн20512040,Цепи,,,11,7,"№1 Раменское №1:3, №4 Луховицы:2, 12 Воскресенск №2:2, 15 Егорьевск №2:1, №5 Озёры:1, 11 Ногинск №3:1, 14 Электрогорск:1",663,9460052,2026-08-19,99675.0
000066208,кольцо обр глк 1400008192 (Au.585),Кольца,Обручальные,Золото 585,36,8,"№5 Озёры:10, №1 Раменское №1:7, 12 Воскресенск №2:5, №4 Луховицы:4, 15 Егорьевск №2:3, 18 Подружка:3, 14 Электрогорск:3, 11 Ногинск №3:1",639,7238753,2026-07-10,40192.0
000063310,кольцо обр глк 1400008174 (Au.585),Кольца,Обручальные,Золото 585,10,5,"№1 Раменское №1:3, №5 Озёры:3, 18 Подружка:2, №4 Луховицы:1, 11 Ногинск №3:1",576,3252987,2026-08-28,20323.6
000005397,цепь цнн20512030,Цепи,,,13,8,"18 Подружка:3, 11 Ногинск №3:3, №5 Озёры:2, 15 Егорьевск №2:1, №1 Раменское №1:1, №4 Луховицы:1, 12 Воскресенск №2:1, 14 Электрогорск:1",510,3658813,2026-08-19,52875.0
000073928,кольцо обр глк 11000005 (Au.585),Кольца,Обручальные,Золото 585,122,8,"15 Егорьевск №2:21, 11 Ногинск №3:18, 18 Подружка:15, 14 Электрогорск:15, №1 Раменское №1:14, 12 Воскресенск №2:14, №4 Луховицы:13, №5 Озёры:12",477,8060700,2026-08-31,39424.0
000104192,цепь 968020302 (Ag.925),Цепи,,Серебро 925,71,3,"17 Солнечногорск:38, №7 Егорьевск №1:29, 19 Истра:4",461,274826,2026-08-30,1380.0
000006000,цепь црм20512035,Цепи,,,7,5,"14 Электрогорск:3, 15 Егорьевск №2:1, №1 Раменское №1:1, №5 Озёры:1, 18 Подружка:1",405,4071698,2026-08-28,72675.0
000090698,кольцо обр 3800101701 (Ag.925),Кольца,Обручальные,Серебро 925,186,8,"№1 Раменское №1:29, №4 Луховицы:29, №5 Озёры:25, 11 Ногинск №3:24, 12 Воскресенск №2:23, 14 Электрогорск:22, 18 Подружка:19, 15 Егорьевск №2:15",383,528220,2026-09-06,4208.0
000009940,серьги вс-2222 (Au.585),Серьги,,Золото 585,8,6,"№1 Раменское №1:3, 15 Егорьевск №2:1, №5 Озёры:1, 18 Подружка:1, 11 Ногинск №3:1, 14 Электрогорск:1",382,1822350,2026-08-08,27072.5
000005403,цепь цпн20412030,Цепи,,,2,2,"18 Подружка:1, 12 Воскресенск №2:1",378,3077834,2025-03-11,50952.5
000000889,браслет 7080200п,Браслеты,,,6,5,"№1 Раменское №1:2, №4 Луховицы:1, №5 Озёры:1, 11 Ногинск №3:1, 12 Воскресенск №2:1",377,5730875,2024-09-21,70124.0
000017899,кольцо сис вк-2256 (Au.585),Кольца,,Золото 585,65,6,"11 Ногинск №3:15, №1 Раменское №1:12, 15 Егорьевск №2:11, №5 Озёры:11, №4 Луховицы:8, 12 Воскресенск №2:8",371,3717026,2026-08-13,24064.0
000004924,кольцо сис вк-2257 (Au.585),Кольца,,Золото 585,74,7,"№5 Озёры:12, 12 Воскресенск №2:12, 14 Электрогорск:12, №1 Раменское №1:10, 11 Ногинск №3:10, 15 Егорьевск №2:9, №4 Луховицы:9",359,3622628,2026-08-25,24320.0
000000887,цепь 8060200п,Цепи,,,3,3,"№4 Луховицы:1, 18 Подружка:1, 11 Ногинск №3:1",354,7020441,2025-09-01,164475.0
000030326,цепь нц12-028 (Au.585),Цепи,,Золото 585,50,8,"15 Егорьевск №2:9, №1 Раменское №1:7, №5 Озёры:7, 14 Электрогорск:7, №4 Луховицы:6, 18 Подружка:6, 11 Ногинск №3:4, 12 Воскресенск №2:4",337,7660732,2026-07-06,53550.0
000005398,цепь црм20512040,Цепи,,,8,5,"15 Егорьевск №2:2, №5 Озёры:2, 12 Воскресенск №2:2, 18 Подружка:1, 11 Ногинск №3:1",332,4673317,2024-03-19,71760.0
000005399,цепь црм20512030,Цепи,,,7,5,"11 Ногинск №3:3, №1 Раменское №1:1, №5 Озёры:1, 18 Подружка:1, 12 Воскресенск №2:1",328,2413837,2026-08-30,55125.0
000001015,цепь 8050200п,Цепи,,,1,1,12 Воскресенск №2:1,325,4381448,2026-05-29,68307.5
000000337,кольцо обр берт ок-536м,Кольца,Обручальные,,23,5,"11 Ногинск №3:6, №5 Озёры:5, 12 Воскресенск №2:5, №1 Раменское №1:4, 14 Электрогорск:3",322,4649046,2026-05-06,50048.0
000095165,цепь нц22-053ю-3 (Ag.925),Цепи,,Серебро 925,51,8,"11 Ногинск №3:10, 18 Подружка:8, 15 Егорьевск №2:7, №4 Луховицы:7, 14 Электрогорск:6, №1 Раменское №1:5, №5 Озёры:5, 12 Воскресенск №2:3",321,537280,2026-08-31,5625.0
000010343,кольцо обр двуспл 01-3246-39,Кольца,Обручальные,,8,5,"12 Воскресенск №2:4, 15 Егорьевск №2:1, №4 Луховицы:1, 11 Ногинск №3:1, 14 Электрогорск:1",318,3089703,2026-05-04,37120.0
000039666,цепь нц22-022-3 (Ag.925),Цепи,,Серебро 925,4,4,"№1 Раменское №1:1, 11 Ногинск №3:1, 12 Воскресенск №2:1, 14 Электрогорск:1",316,104751,2026-06-03,2912.0
000001014,браслет 7050200п,Браслеты,,,1,1,№4 Луховицы:1,312,1719789,2024-03-30,20160.0
000000619,кольцо сис 51605,Кольца,,,5,4,"12 Воскресенск №2:2, 15 Егорьевск №2:1, 11 Ногинск №3:1, 14 Электрогорск:1",310,2334148,2026-06-15,28800.0
000031135,цепь нц12-200 (Au.585),Цепи,,Золото 585,105,8,"№1 Раменское №1:20, 11 Ногинск №3:17, 18 Подружка:15, №4 Луховицы:13, №5 Озёры:12, 15 Егорьевск №2:10, 12 Воскресенск №2:9, 14 Электрогорск:9",308,9322032,2026-08-17,110025.0
000019503,кольцо сис 110211,Кольца,,,3,3,"15 Егорьевск №2:1, №5 Озёры:1, 11 Ногинск №3:1",307,1210210,2025-07-31,15360.0
000000339,кольцо обр берт ок-536ж,Кольца,Обручальные,,5,3,"12 Воскресенск №2:3, №1 Раменское №1:1, №5 Озёры:1",305,2974431,2026-05-06,35840.0
000004727,кольцо обр глк 11000006_ (Au.585),Кольца,Обручальные,Золото 585,3,2,"№5 Озёры:2, 12 Воскресенск №2:1",299,2408917,2023-07-16,23940.0
000083741,браслет нб22-100ю-3 (Ag.925),Браслеты,,Серебро 925,19,8,"№5 Озёры:4, 12 Воскресенск №2:4, №4 Луховицы:3, №1 Раменское №1:2, 11 Ногинск №3:2, 14 Электрогорск:2, 15 Егорьевск №2:1, 18 Подружка:1",295,462678,2026-03-07,6656.0
000104196,цепь 968030304 (Ag.925),Цепи,,Серебро 925,39,3,"17 Солнечногорск:24, №7 Егорьевск №1:14, 19 Истра:1",287,170347,2026-08-30,1380.0
000010178,цепь нц12-053 (Au.585),Цепи,,Золото 585,56,8,"№1 Раменское №1:13, №4 Луховицы:8, 18 Подружка:8, №5 Озёры:7, 11 Ногинск №3:6, 12 Воскресенск №2:6, 14 Электрогорск:5, 15 Егорьевск №2:3",286,5623982,2026-07-29,36935.0
000005405,цепь црм20512025,Цепи,,,10,8,"№5 Озёры:2, 14 Электрогорск:2, 15 Егорьевск №2:1, №1 Раменское №1:1, №4 Луховицы:1, 18 Подружка:1, 11 Ногинск №3:1, 12 Воскресенск №2:1",281,1570582,2026-08-31,39150.0
000004547,цепь агр-040-ц,Цепи,,,3,3,"№4 Луховицы:1, №5 Озёры:1, 18 Подружка:1",278,6407348,2024-11-26,180450.0
000061496,цепь 1668040800 (Au.585),Цепи,,Золото 585,16,7,"12 Воскресенск №2:4, 11 Ногинск №3:3, 15 Егорьевск №2:2, №1 Раменское №1:2, №5 Озёры:2, 18 Подружка:2, 14 Электрогорск:1",272,8011159,2026-08-06,117225.0
000063778,цепь 1658040200 (Au.585),Цепи,,Золото 585,20,8,"№4 Луховицы:5, 15 Егорьевск №2:4, №1 Раменское №1:2, №5 Озёры:2, 11 Ногинск №3:2, 12 Воскресенск №2:2, 14 Электрогорск:2, 18 Подружка:1",271,6041624,2026-05-06,129600.0
000094702,цепь нц12-076 (Au.585),Цепи,,Золото 585,63,8,"№1 Раменское №1:16, 18 Подружка:9, №5 Озёры:8, 15 Егорьевск №2:7, №4 Луховицы:7, 12 Воскресенск №2:7, 11 Ногинск №3:6, 14 Электрогорск:3",269,8132614,2026-08-15,85725.0
000063757,цепь 1658035120 (Au.585),Цепи,,Золото 585,25,8,"№5 Озёры:5, 15 Егорьевск №2:4, №1 Раменское №1:3, №4 Луховицы:3, 12 Воскресенск №2:3, 14 Электрогорск:3, 18 Подружка:2, 11 Ногинск №3:2",265,4903700,2026-03-17,122690.0
000050901,кольцо вк-2410 (Au.585),Кольца,,Золото 585,9,6,"11 Ногинск №3:3, №1 Раменское №1:2, 15 Егорьевск №2:1, №4 Луховицы:1, №5 Озёры:1, 18 Подружка:1",263,4848539,2026-07-22,98440.0
000001095,цепь нц22-022-3,Цепи,,,2,1,12 Воскресенск №2:2,260,85041,2022-12-14,1609.3
000073840,кольцо 20-019 (Ag.925),Кольца,,Серебро 925,2,2,"№1 Раменское №1:1, №4 Луховицы:1",253,101579,2025-06-23,3312.0
000051208,кольцо обр глк 0102110501-00000 (Au.585),Кольца,Обручальные,Золото 585,6,4,"№5 Озёры:2, 12 Воскресенск №2:2, 15 Егорьевск №2:1, №1 Раменское №1:1",251,3404934,2025-01-12,52480.0
000005400,цепь цпн20412040,Цепи,,,1,1,12 Воскресенск №2:1,247,3601891,2023-06-02,66960.0
000000163,цепь нц12-002,Цепи,,,2,1,№5 Озёры:2,247,2461866,2022-07-02,62400.0
000005584,кольцо кс-001,Кольца,,,1,1,№4 Луховицы:1,244,159572,2026-03-13,4180.8
000063311,цепь 1658050300 (Au.585),Цепи,,Золото 585,41,8,"12 Воскресенск №2:9, №5 Озёры:8, 11 Ногинск №3:6, 18 Подружка:5, 15 Егорьевск №2:4, 14 Электрогорск:4, №1 Раменское №1:3, №4 Луховицы:2",242,5066006,2026-09-05,98775.0
000005404,цепь цпн20412035,Цепи,,,1,1,15 Егорьевск №2:1,242,2548403,2023-12-23,43059.0
000066472,кольцо обр глк 1400008193 (Au.585),Кольца,Обручальные,Золото 585,12,5,"12 Воскресенск №2:5, №5 Озёры:3, №4 Луховицы:2, №1 Раменское №1:1, 11 Ногинск №3:1",240,3147665,2026-04-07,47744.0
000000102,цепь нц18-078-3,Цепи,,,32,7,"№1 Раменское №1:7, №4 Луховицы:5, 18 Подружка:5, 12 Воскресенск №2:5, 15 Егорьевск №2:4, №5 Озёры:3, 11 Ногинск №3:3",239,3517080,2026-07-28,113175.0
000041260,кольцо к132-245 (Au.585),Кольца,,Золото 585,1,1,11 Ногинск №3:1,239,676065,2025-12-03,5265.0
000070547,цепь 1658030020 (Au.585),Цепи,,Золото 585,8,5,"14 Электрогорск:3, 11 Ногинск №3:2, 15 Егорьевск №2:1, №1 Раменское №1:1, 18 Подружка:1",238,3078568,2026-07-23,65925.0
000003468,подвеска вп-1375 (Au.585),Подвески,,Золото 585,7,7,"15 Егорьевск №2:1, №4 Луховицы:1, №5 Озёры:1, 18 Подружка:1, 11 Ногинск №3:1, 12 Воскресенск №2:1, 14 Электрогорск:1",235,2530296,2026-08-16,65766.3
000000634,кольцо 61566а,Кольца,,,1,1,12 Воскресенск №2:1,231,194541,2024-12-08,4432.0
000104212,цепь 968090302 (Ag.925),Цепи,,Серебро 925,17,3,"17 Солнечногорск:8, №7 Егорьевск №1:6, 19 Истра:3",228,212584,2026-08-31,2180.0
000067383,цепь 1658030200 (Au.585),Цепи,,Золото 585,14,7,"№4 Луховицы:4, 12 Воскресенск №2:3, 15 Егорьевск №2:2, 14 Электрогорск:2, №1 Раменское №1:1, 18 Подружка:1, 11 Ногинск №3:1",227,3096234,2026-05-14,52875.0
000025016,кольцо обр глк 110217,Кольца,Обручальные,,3,2,"№4 Луховицы:2, №5 Озёры:1",225,2066538,2023-07-03,22750.0
000010180,браслет нб12-200 (Au.585),Браслеты,,Золото 585,73,8,"11 Ногинск №3:11, 14 Электрогорск:11, №1 Раменское №1:10, №5 Озёры:10, 15 Егорьевск №2:8, 18 Подружка:8, 12 Воскресенск №2:8, №4 Луховицы:7",222,5168281,2026-08-26,42750.0
000083766,цепь 9016050_р (Ag.925),Цепи,,Серебро 925,32,8,"12 Воскресенск №2:7, №5 Озёры:5, №4 Луховицы:4, 14 Электрогорск:4, 15 Егорьевск №2:3, №1 Раменское №1:3, 18 Подружка:3, 11 Ногинск №3:3",220,452642,2026-06-22,9744.0
000094595,браслет нб12-076 (Au.585),Браслеты,,Золото 585,57,8,"№1 Раменское №1:9, 11 Ногинск №3:9, №4 Луховицы:8, 18 Подружка:8, 14 Электрогорск:7, 12 Воскресенск №2:6, 15 Егорьевск №2:5, №5 Озёры:5",217,4883223,2026-09-04,96300.0
000000409,кольцо обр двуспл 01-3245-39,Кольца,Обручальные,,10,2,"№1 Раменское №1:5, №5 Озёры:5",215,2714524,2026-05-13,35712.0
000086359,кольцо обр глк кком-5-2 (Au.585),Кольца,Обручальные,Золото 585,104,7,"№1 Раменское №1:16, 11 Ногинск №3:16, 15 Егорьевск №2:15, №4 Луховицы:15, №5 Озёры:14, 18 Подружка:14, 12 Воскресенск №2:14",213,5427560,2026-08-23,42880.0
000012353,цепь цпн20412025,Цепи,,,1,1,18 Подружка:1,213,1234074,2024-09-23,35344.0
000063769,цепь 1658040010 (Au.585),Цепи,,Золото 585,38,8,"12 Воскресенск №2:9, №1 Раменское №1:6, №4 Луховицы:5, 11 Ногинск №3:5, 15 Егорьевск №2:4, №5 Озёры:4, 14 Электрогорск:3, 18 Подружка:2",211,3622385,2026-08-22,84952.0
000031560,кольцо обр глк 110218 (Au.585),Кольца,Обручальные,Золото 585,12,5,"№4 Луховицы:5, 15 Егорьевск №2:2, №1 Раменское №1:2, №5 Озёры:2, 18 Подружка:1",211,2665155,2025-06-01,47104.0
000003467,подвеска вп-1382 (Au.585),Подвески,,Золото 585,7,6,"15 Егорьевск №2:2, №1 Раменское №1:1, №5 Озёры:1, 18 Подружка:1, 11 Ногинск №3:1, 14 Электрогорск:1",210,3729117,2026-09-02,108450.0
000085097,цепь 9016040_р (Ag.925),Цепи,,Серебро 925,29,8,"12 Воскресенск №2:6, 15 Егорьевск №2:4, №1 Раменское №1:4, №4 Луховицы:4, 14 Электрогорск:4, 11 Ногинск №3:3, №5 Озёры:2, 18 Подружка:2",210,263114,2026-07-23,6320.0
000066469,цепь 1668045800 (Au.585),Цепи,,Золото 585,17,8,"№5 Озёры:5, №4 Луховицы:3, 15 Егорьевск №2:2, №1 Раменское №1:2, 12 Воскресенск №2:2, 18 Подружка:1, 11 Ногинск №3:1, 14 Электрогорск:1",208,7881372,2025-12-28,176625.0
000004914,подвеска вп-1404 (Au.585),Подвески,,Золото 585,10,8,"№5 Озёры:2, 11 Ногинск №3:2, 15 Егорьевск №2:1, №1 Раменское №1:1, №4 Луховицы:1, 18 Подружка:1, 12 Воскресенск №2:1, 14 Электрогорск:1",207,1328203,2026-07-26,38775.0
000081080,кольцо обр глк к-959 (Au.585),Кольца,Обручальные,Золото 585,99,8,"№4 Луховицы:15, №5 Озёры:14, 11 Ногинск №3:14, 15 Егорьевск №2:13, №1 Раменское №1:13, 14 Электрогорск:12, 18 Подружка:10, 12 Воскресенск №2:8",202,3581674,2026-09-03,36224.0
000000540,кольцо сис 62259а,Кольца,,,1,1,15 Егорьевск №2:1,200,1420617,2026-06-25,34048.0
000083781,цепь 9007050_р (Ag.925),Цепи,,Серебро 925,35,8,"11 Ногинск №3:7, 12 Воскресенск №2:7, №4 Луховицы:5, №1 Раменское №1:4, 15 Егорьевск №2:3, №5 Озёры:3, 18 Подружка:3, 14 Электрогорск:3",200,266843,2026-07-04,8384.0
000059169,кольцо обр 25-5000-0 (Ag.925),Кольца,Обручальные,Серебро 925,6,3,"№1 Раменское №1:3, 12 Воскресенск №2:2, №4 Луховицы:1",200,214699,2025-07-23,5632.0
000006604,браслет 7040200п,Браслеты,,,4,3,"12 Воскресенск №2:2, 15 Егорьевск №2:1, 11 Ногинск №3:1",199,863296,2026-02-05,24975.0
000108707,цепь 988020302 (Ag.925),Цепи,,Серебро 925,22,2,"17 Солнечногорск:17, №7 Егорьевск №1:5",198,118112,2026-03-31,1190.0
000031802,серьги вс-2257 (Au.585),Серьги,,Золото 585,20,8,"18 Подружка:4, 15 Егорьевск №2:3, №1 Раменское №1:3, №4 Луховицы:2, №5 Озёры:2, 11 Ногинск №3:2, 12 Воскресенск №2:2, 14 Электрогорск:2",196,1287771,2026-04-25,63940.0
000085089,цепь 9005040_р (Ag.925),Цепи,,Серебро 925,34,8,"№1 Раменское №1:6, 12 Воскресенск №2:6, 15 Егорьевск №2:4, №4 Луховицы:4, 18 Подружка:4, 14 Электрогорск:4, №5 Озёры:3, 11 Ногинск №3:3",193,229852,2026-08-14,6784.0
000090572,цепь нц22-078ю-3 (Ag.925),Цепи,,Серебро 925,17,6,"№4 Луховицы:4, 12 Воскресенск №2:4, 15 Егорьевск №2:3, 11 Ногинск №3:3, №1 Раменское №1:2, 18 Подружка:1",183,319872,2026-09-01,5792.0
000061240,кольцо обр глк т10001016 (Au.585),Кольца,Обручальные,Золото 585,2,2,"№1 Раменское №1:1, 18 Подружка:1",182,1119107,2026-08-27,24684.0
000009793,цепь цнн20512050,Цепи,,,9,8,"№5 Озёры:2, 15 Егорьевск №2:1, №1 Раменское №1:1, №4 Луховицы:1, 18 Подружка:1, 11 Ногинск №3:1, 12 Воскресенск №2:1, 14 Электрогорск:1",180,4094487,2026-07-26,158175.0
000085087,цепь 9016060_р (Ag.925),Цепи,,Серебро 925,29,7,"№1 Раменское №1:8, №4 Луховицы:4, №5 Озёры:4, 11 Ногинск №3:4, 12 Воскресенск №2:4, 14 Электрогорск:3, 18 Подружка:2",180,510825,2026-08-18,12368.0
000083740,цепь нц22-022ю-3 (Ag.925),Цепи,,Серебро 925,9,7,"№4 Луховицы:2, 11 Ногинск №3:2, 15 Егорьевск №2:1, №1 Раменское №1:1, №5 Озёры:1, 18 Подружка:1, 12 Воскресенск №2:1",175,129327,2026-09-01,4768.0
000001770,кольцо обр с/к 62221а,Кольца,Обручальные,,6,3,"№1 Раменское №1:4, 15 Егорьевск №2:1, 11 Ногинск №3:1",172,1526830,2025-10-02,35072.0
000000013,кольцо обр глк 14000037,Кольца,Обручальные,,1,1,№1 Раменское №1:1,171,1892932,2022-09-29,32060.0
000083777,цепь 9033060_р (Ag.925),Цепи,,Серебро 925,16,7,"11 Ногинск №3:4, 12 Воскресенск №2:4, №1 Раменское №1:2, 18 Подружка:2, 14 Электрогорск:2, №4 Луховицы:1, №5 Озёры:1",171,468504,2026-07-18,14128.0
000078454,кольцо обр глк к-958 (Au.585),Кольца,Обручальные,Золото 585,52,4,"12 Воскресенск №2:15, 15 Егорьевск №2:14, 11 Ногинск №3:12, №1 Раменское №1:11",168,4165769,2026-08-15,45696.0
000051204,кольцо обр глк 0102110339-00000 (Au.585),Кольца,Обручальные,Золото 585,8,3,"11 Ногинск №3:3, 12 Воскресенск №2:3, 18 Подружка:2",168,2745257,2026-06-14,57600.0
000067362,цепь 1658030210 (Au.585),Цепи,,Золото 585,9,7,"№1 Раменское №1:2, 14 Электрогорск:2, 15 Егорьевск №2:1, №4 Луховицы:1, №5 Озёры:1, 11 Ногинск №3:1, 12 Воскресенск №2:1",165,3026560,2026-08-18,106425.0
000083783,цепь 9007060_р (Ag.925),Цепи,,Серебро 925,23,8,"11 Ногинск №3:5, 12 Воскресенск №2:4, №1 Раменское №1:3, №4 Луховицы:3, 18 Подружка:3, 15 Егорьевск №2:2, 14 Электрогорск:2, №5 Озёры:1",165,302519,2026-07-18,10016.0
000060810,цепь 101050 (Au.585),Цепи,,Золото 585,3,3,"№1 Раменское №1:1, 18 Подружка:1, 12 Воскресенск №2:1",164,5892125,2026-06-14,324900.0
000004528,кольцо 20-027,Кольца,,,2,2,"15 Егорьевск №2:1, №4 Луховицы:1",163,55001,2026-04-30,661.2
000063492,цепь нц12-078 (Au.585),Цепи,,Золото 585,13,7,"14 Электрогорск:3, №1 Раменское №1:2, №4 Луховицы:2, 18 Подружка:2, 11 Ногинск №3:2, 15 Егорьевск №2:1, №5 Озёры:1",162,2582610,2025-06-27,52200.0
000002300,браслет (шт.) d8-9/ч3жзш (Au.585),Браслеты,,Золото 585,6,5,"11 Ногинск №3:2, 15 Егорьевск №2:1, №1 Раменское №1:1, №4 Луховицы:1, 12 Воскресенск №2:1",162,918644,2026-08-01,24640.0
000083769,цепь 9033050_р (Ag.925),Цепи,,Серебро 925,20,7,"12 Воскресенск №2:4, 15 Егорьевск №2:3, №4 Луховицы:3, 11 Ногинск №3:3, 14 Электрогорск:3, №1 Раменское №1:2, 18 Подружка:2",161,319440,2026-08-21,8480.0
000001514,кольцо обр глк гл-40-01-3-16-000,Кольца,Обручальные,,1,1,№1 Раменское №1:1,159,1949980,2022-11-12,36480.0
000004630,серьги вс-2177 (Au.585),Серьги,,Золото 585,4,4,"15 Егорьевск №2:1, №1 Раменское №1:1, №5 Озёры:1, 11 Ногинск №3:1",158,1801765,2026-07-29,64170.0
000079899,кольцо обр глк кк-5-2 (Au.585),Кольца,Обручальные,Золото 585,13,6,"11 Ногинск №3:4, 12 Воскресенск №2:3, 15 Егорьевск №2:2, №5 Озёры:2, №1 Раменское №1:1, №4 Луховицы:1",154,3061310,2026-05-17,63232.0
000001975,колье (шт.) d8-9/ч3жзш (Au.585),Колье,,Золото 585,5,3,"№1 Раменское №1:2, 18 Подружка:2, 11 Ногинск №3:1",153,1594207,2026-07-29,44290.0
000013281,цепь нц12-002 (Au.585),Цепи,,Золото 585,46,8,"№1 Раменское №1:11, №4 Луховицы:9, 11 Ногинск №3:9, №5 Озёры:6, 18 Подружка:4, 14 Электрогорск:3, 15 Егорьевск №2:2, 12 Воскресенск №2:2",152,3049738,2026-09-06,56700.0
000104197,цепь 968030404 (Ag.925),Цепи,,Серебро 925,31,3,"№7 Егорьевск №1:18, 17 Солнечногорск:11, 19 Истра:2",151,140506,2026-08-21,1980.0
000058939,браслет 106060 (Au.585),Браслеты,,Золото 585,4,3,"№4 Луховицы:2, №5 Озёры:1, 12 Воскресенск №2:1",150,5095144,2026-08-29,205425.0
000080003,кольцо обр ко-004р (Ag.925),Кольца,Обручальные,Серебро 925,7,6,"№5 Озёры:2, 15 Егорьевск №2:1, №1 Раменское №1:1, №4 Луховицы:1, 12 Воскресенск №2:1, 14 Электрогорск:1",149,106541,2025-06-14,2624.0
000002879,кольцо обр 94110001 (Ag.925),Кольца,Обручальные,Серебро 925,1,1,14 Электрогорск:1,149,63914,2024-05-15,2990.0
000003127,цепь ба816,Цепи,,,1,1,15 Егорьевск №2:1,148,323171,2024-05-18,4168.5
000083779,цепь 9022060_р (Ag.925),Цепи,,Серебро 925,5,4,"11 Ногинск №3:2, №5 Озёры:1, 18 Подружка:1, 14 Электрогорск:1",148,198429,2026-04-29,7312.0
000065311,цепь нц22-078-3 (Ag.925),Цепи,,Серебро 925,2,2,"11 Ногинск №3:1, 12 Воскресенск №2:1",145,179658,2026-01-11,7056.0
000064371,цепь 9016050 (Ag.925),Цепи,,Серебро 925,4,4,"15 Егорьевск №2:1, №1 Раменское №1:1, 18 Подружка:1, 12 Воскресенск №2:1",144,183178,2025-08-10,10544.0
000073841,кольцо 20-027 (Ag.925),Кольца,,Серебро 925,9,3,"15 Егорьевск №2:4, 12 Воскресенск №2:3, №4 Луховицы:2",143,71136,2026-06-07,4464.0
000001974,колье (шт.) d8-9/ч5жзш (Au.585),Колье,,Золото 585,10,7,"12 Воскресенск №2:3, 15 Егорьевск №2:2, №1 Раменское №1:1, №4 Луховицы:1, №5 Озёры:1, 11 Ногинск №3:1, 14 Электрогорск:1",142,1359565,2026-06-10,22790.0
